종목명,섹터,종목코드
시스웍,반도체,269620
제우스,반도체,79370
와이아이케이,반도체,232140
엔투텍,반도체,227950
덕산하이메탈,반도체,77360
큐에스아이,반도체,66310
오션브릿지,반도체,241790
싸이맥스,반도체,160980
오로스테크놀로지,반도체,322310
WI,반도체,73570
라온테크,반도체,232680
샘씨엔에스,반도체,252990
에이팩트,반도체,200470
칩스앤미디어,반도체,94360
엑시콘,반도체,92870
코세스,반도체,89890
나인테크,반도체,267320
씨앤지하이테크,반도체,264660
시그네틱스,반도체,33170
윈팩,반도체,97800
알파홀딩스,반도체,117670
지니틱스,반도체,303030
제이티,반도체,89790
마이크로프랜드,반도체,147760
코디엠,반도체,224060
엘비루셈,반도체,376190
서플러스글로벌,반도체,140070
폴라리스웍스,반도체,123010
미래산업,반도체,25560
KMH하이텍,반도체,52900
휘닉스소재,반도체,50090
오디텍,반도체,80520
성도이엔지,반도체,37350
마이크로컨텍솔,반도체,98120
한양디지텍,반도체,78350
아진엑스텍,반도체,59120
유니트론텍,반도체,142210
다믈멀티미디어,반도체,93640
제너셈,반도체,217190
앤씨앤,반도체,92600
에이티세미콘,반도체,89530
메카로,반도체,241770
러셀,반도체,217500
티엘비,반도체,356860
램테크놀러지,반도체,171010
타이거일렉,반도체,219130
엑사이엔씨,반도체,54940
피에스엠씨,반도체,24850
한국전자홀딩스,반도체,6200
네오셈,반도체,253590
네온테크,반도체,306620
픽셀플러스,반도체,87600
피델릭스,반도체,32580
성우테크론,반도체,45300
삼성SDI,IT가전,6400
LG전자,IT가전,66570
에코프로비엠,IT가전,247540
SK아이이테크놀로지,IT가전,361610
엘앤에프,IT가전,66970
두산퓨얼셀,IT가전,336260
씨아이에스,IT가전,222080
피엔티,IT가전,137400
디피씨,IT가전,26890
삼화콘덴서,IT가전,1820
KH 필룩스,IT가전,33180
원익피앤이,IT가전,131390
원준,IT가전,382840
비츠로셀,IT가전,82920
신흥에스이씨,IT가전,243840
가온미디어,IT가전,78890
파워로직스,IT가전,47310
디에이테크놀로지,IT가전,196490
휴맥스,IT가전,115160
삼화전기,IT가전,9470
에스피지,IT가전,58610
에스퓨얼셀,IT가전,288620
아남전자,IT가전,8700
삼영전자,IT가전,5680
팅크웨어,IT가전,84730
동양이엔피,IT가전,79960
엠플러스,IT가전,259630
홈캐스트,IT가전,64240
모바일어플라이언스,IT가전,87260
이노메트리,IT가전,302430
와이엠텍,IT가전,273640
아비코전자,IT가전,36010
뉴인텍,IT가전,12340
에이에프더블류,IT가전,312610
에이디칩스,IT가전,54630
엔에스,IT가전,217820
대보마그네틱,IT가전,290670
KH 일렉트론,IT가전,111870
파워넷,IT가전,37030
알로이스,IT가전,297570
에스씨디,IT가전,42110
휴맥스홀딩스,IT가전,28080
성호전자,IT가전,43260
피에스텍,IT가전,2230
TJ미디어,IT가전,32540
삼진,IT가전,32750
서울전자통신,IT가전,27040
파인디지털,IT가전,38950
성문전자,IT가전,14910
신화콘텍,IT가전,187270
디엠티,IT가전,134580
경인전자,IT가전,9140
LG디스플레이,디스플레이,34220
SK머티리얼즈,디스플레이,36490
LX세미콘,디스플레이,108320
천보,디스플레이,278280
덕산네오룩스,디스플레이,213420
서울반도체,디스플레이,46890
비덴트,디스플레이,121800
AP시스템,디스플레이,265520
아바텍,디스플레이,149950
아나패스,디스플레이,123860
비보존 헬스케어,디스플레이,82800
APS홀딩스,디스플레이,54620
서울바이오시스,디스플레이,92190
덕산테코피아,디스플레이,317330
톱텍,디스플레이,108230
한솔테크닉스,디스플레이,4710
오성첨단소재,디스플레이,52420
아이씨디,디스플레이,40910
케이피에스,디스플레이,256940
디에스케이,디스플레이,109740
HB테크놀러지,디스플레이,78150
쎄미시스코,디스플레이,136510
필옵틱스,디스플레이,161580
DMS,디스플레이,68790
디바이스이엔지,디스플레이,187870
우리바이오,디스플레이,82850
포인트엔지니어링,디스플레이,256630
토비스,디스플레이,51360
와이엠씨,디스플레이,155650
코텍,디스플레이,52330
상보,디스플레이,27580
아바코,디스플레이,83930
비아트론,디스플레이,141000
HB솔루션,디스플레이,297890
핌스,디스플레이,347770
디아이티,디스플레이,110990
위지트,디스플레이,36090
탑엔지니어링,디스플레이,65130
미래컴퍼니,디스플레이,49950
선익시스템,디스플레이,171090
야스,디스플레이,255440
엘아이에스,디스플레이,138690
신화인터텍,디스플레이,56700
영우디에스피,디스플레이,143540
넥스트아이,디스플레이,137940
미래나노텍,디스플레이,95500
아이엘사이언스,디스플레이,307180
동아엘텍,디스플레이,88130
와이투솔루션,디스플레이,11690
클라우드에어,디스플레이,36170
에프엔에스테크,디스플레이,83500
일진디스플,디스플레이,20760
티로보틱스,디스플레이,117730
삼진엘앤디,디스플레이,54090
한송네오텍,디스플레이,226440
에스엔유,디스플레이,80000
인지디스플레,디스플레이,37330
케이엔제이,디스플레이,272110
힘스,디스플레이,238490
파인텍,디스플레이,131760
이라이콤,디스플레이,41520
엘티씨,디스플레이,170920
제이스텍,디스플레이,90470
신도기연,디스플레이,290520
우리이앤엘,디스플레이,153490
우리조명,디스플레이,37400
참엔지니어링,디스플레이,9310
디이엔티,디스플레이,79810
예선테크,디스플레이,250930
로체시스템즈,디스플레이,71280
이엘피,디스플레이,63760
금호전기,디스플레이,1210
파인디앤씨,디스플레이,49120
엘엠에스,디스플레이,73110
아이컴포넌트,디스플레이,59100
티엘아이,디스플레이,62860
베셀,디스플레이,177350
한국컴퓨터,디스플레이,54040
에스엘바이오닉스,디스플레이,214310
인베니아,디스플레이,79950
제이엠티,디스플레이,94970
제이엠아이,디스플레이,33050
소룩스,디스플레이,290690
세진티에스,디스플레이,67770
연이비앤티,디스플레이,90740
엘디티,디스플레이,96870
코이즈,디스플레이,121850
SK텔레콤,전기통신서비스,17670
KT,전기통신서비스,30200
LG유플러스,전기통신서비스,32640
인스코비,전기통신서비스,6490
세종텔레콤,전기통신서비스,36630
와이어블,전기통신서비스,65530
한국정보통신,전기통신서비스,25770
신라섬유,전기통신서비스,1000
한국전력,유틸리티,15760
한국가스공사,유틸리티,36460
한전KPS,유틸리티,51600
한전기술,유틸리티,52690
SK가스,유틸리티,18670
한전산업,유틸리티,130660
부산가스,유틸리티,15350
E1,유틸리티,17940
대성홀딩스,유틸리티,16710
삼천리,유틸리티,4690
지역난방공사,유틸리티,71320
서울가스,유틸리티,17390
대성에너지,유틸리티,117580
예스코홀딩스,유틸리티,15360
경동도시가스,유틸리티,267290
에코바이오,유틸리티,38870
한진중공업홀딩스,유틸리티,3480
지에스이,유틸리티,53050
인천도시가스,유틸리티,34590
